"annotation_id","annotator","created_at","detected_symbol","file_path","has_comma_after_symbol","id","is_level_symbol","lead_time","line_number","line_text","sentiment","symbol_category","updated_at"
523,"1","2025-10-10T14:43:20.649559Z","㈢","data/filted/TPDM,113,審原簡,113,20250123,1.json",False,4667,True,0.53,1640,"㈢被告李相穎、丙○○、葉上瑋及其所屬之詐欺集團成員，就犯","Positive","圍字數字","2025-10-10T14:43:20.649581Z"
652,"1","2025-10-10T14:47:32.316228Z","五","data/filted/TPDM,113,審原簡,115,20250109,1.json",True,4683,True,0.537,33,"五、如不服本判決，應自收受送達之翌日起20日內向本院提出上","Positive","中文數字","2025-10-10T14:47:32.316251Z"
294,"1","2025-10-10T14:35:03.004698Z","二","data/filted/TPDM,113,審原簡,117,20250123,1.json",True,4692,True,0.721,22,"二、論罪科刑之理由：","Positive","中文數字","2025-10-10T14:35:03.004722Z"
698,"1","2025-10-10T14:48:26.921339Z","一","data/filted/TPDM,113,審原簡,92,20250123,1.json",False,4712,True,0.942,116,"一切情狀，量刑如主文所示，並就所處徒刑、罰金之刑部分","Negative","中文數字","2025-10-10T14:48:26.921360Z"
282,"1","2025-10-10T14:34:47.410940Z","二","data/filted/TPDM,113,審原簡,92,20250123,1.json",True,4724,True,0.719,252,"二、妨礙或危害國家對於特定犯罪所得之調查、發現、保全、沒","Positive","中文數字","2025-10-10T14:34:47.410957Z"
816,"1","2025-10-10T14:52:30.566570Z","三","data/filted/TPDM,113,審原簡,94,20250131,1.json",True,4738,True,0.595,85,"三、論罪科刑：","Positive","中文數字","2025-10-10T14:52:30.566591Z"
800,"1","2025-10-10T14:52:11.550601Z","三","data/filted/TPDM,113,審原簡,94,20250131,1.json",True,4760,True,0.514,217,"三、以廣播電視、電子通訊、網際網路或其他媒體等傳播工具，","Positive","中文數字","2025-10-10T14:52:11.550618Z"
734,"1","2025-10-10T14:49:11.783319Z","未","data/filted/TPDM,113,審原訴,126,20250117,1.json",False,4856,True,1.091,33,"未扣案如附表A編號3所示之物均沒收。","Negative","地支","2025-10-10T14:49:11.783351Z"
338,"1","2025-10-10T14:38:27.099454Z","㈡","data/filted/TPDM,113,審原訴,126,20250117,1.json",False,4859,True,0.601,41,"㈡犯罪事實欄第一段第3至5行「高李宗峻、莊志強另與不詳之","Positive","圍字數字","2025-10-10T14:38:27.099474Z"
442,"1","2025-10-10T14:41:07.947909Z","㈢","data/filted/TPDM,113,審原訴,126,20250117,1.json",False,4868,True,0.617,144,"㈢被告3人與所屬詐欺集團其他成員間，就上開犯行有犯意聯絡","Positive","圍字數字","2025-10-10T14:41:07.947932Z"
591,"1","2025-10-10T14:46:07.582795Z","㈢","data/filted/TPDM,113,審原訴,126,20250117,1.json",False,4877,True,0.601,202,"㈢按修正後洗錢防制法第25條第1項規定：「犯第19條、第20條","Positive","圍字數字","2025-10-10T14:46:07.582816Z"
511,"1","2025-10-10T14:43:07.176714Z","㈠","data/filted/TPDM,113,審原訴,134,20250110,1.json",True,4899,True,0.76,41,"㈠、新舊法比較","Positive","圍字數字","2025-10-10T14:43:07.176735Z"
209,"1","2025-10-10T14:31:43.943871Z","一","data/filted/TPDM,113,審原訴,134,20250110,1.json",True,4918,True,0.912,227,"一、冒用政府機關或公務員名義犯之。","Positive","中文數字","2025-10-10T14:31:43.943890Z"
534,"1","2025-10-10T14:44:35.659423Z","四","data/filted/TPDM,113,審原訴,134,20250110,1.json",True,4926,True,0.754,291,"四、依刑事訴訟法第251條第1項提起公訴。","Positive","中文數字","2025-10-10T14:44:35.659445Z"
530,"1","2025-10-10T14:44:30.851970Z","四","data/filted/TPDM,113,審原訴,140,20250103,1.json",True,4933,True,0.707,51,"四、應適用之法律及科刑審酌事由","Positive","中文數字","2025-10-10T14:44:30.851997Z"
852,"1","2025-10-10T14:53:25.752347Z","二","data/filted/TPDM,113,審原訴,140,20250103,1.json",True,4963,True,0.656,330,"二、按行為後法律有變更者，適用行為時之法律，但行為後之法","Positive","中文數字","2025-10-10T14:53:25.752372Z"
839,"1","2025-10-10T14:53:04.939664Z","㈢","data/filted/TPDM,113,審原訴,154,20250115,1.json",False,4995,True,0.66,163,"㈢被告2人犯本案所用偽造之工作證各1紙及茲收證明單各1紙，","Positive","圍字數字","2025-10-10T14:53:04.939692Z"
180,"1","2025-10-10T14:30:18.031251Z","三","data/filted/TPDM,113,審原訴,154,20250115,1.json",True,5008,True,0.802,267,"三、核被告2人所為，均係犯刑法第339條之4第1項第2款之三人","Positive","中文數字","2025-10-10T14:30:18.031279Z"
597,"1","2025-10-10T14:46:15.945829Z","二","data/filted/TPDM,113,審原訴,90,20250121,1.json",True,5042,True,0.723,450,"二、三人以上共同犯之。","Positive","中文數字","2025-10-10T14:46:15.945850Z"
1016,"1","2025-10-10T14:59:31.322006Z","㈡","data/filted/TPDM,113,審原訴,97,20250122,1.json",False,5066,True,1.09,61,"㈡共犯及罪數關係：","Positive","圍字數字","2025-10-10T14:59:31.322026Z"
453,"1","2025-10-10T14:41:19.628514Z","三","data/filted/TPDM,113,審原附民,114,20250103,1.json",True,5085,True,0.484,38,"三、依刑事訴訟法第502條第1項，判決如主文。","Positive","中文數字","2025-10-10T14:41:19.628534Z"
431,"1","2025-10-10T14:40:54.321411Z","㈠","data/filted/TPDM,113,審易,2068,20250123,1.json",False,5138,True,0.522,54,"㈠告訴人孫伊峰於113年5月9日下午1時30分許，在新北市○○區○○","Positive","圍字數字","2025-10-10T14:40:54.321435Z"
331,"1","2025-10-10T14:38:19.694118Z","二","data/filted/TPDM,113,審易,2340,20250115,1.json",True,5197,True,0.757,70,"二、論罪科刑：","Positive","中文數字","2025-10-10T14:38:19.694138Z"
731,"1","2025-10-10T14:49:07.449689Z","㈢","data/filted/TPDM,113,審易,2381,20250114,1.json",False,5212,True,0.426,49,"㈢至扣案如附表編號6所示之手機1支尚難認與本案有關，爰不","Positive","圍字數字","2025-10-10T14:49:07.449709Z"
296,"1","2025-10-10T14:35:05.218292Z","一","data/filted/TPDM,113,審易,2675,20250120,1.json",True,5286,True,0.535,17,"一、公訴意旨如附件起訴書所載。","Positive","中文數字","2025-10-10T14:35:05.218316Z"
526,"1","2025-10-10T14:43:30.446902Z","二","data/filted/TPDM,113,審易,2824,20250116,1.json",True,5456,True,0.844,355,"二、核被告戊○○就犯罪事實（一）至（三）、（五）至（十）所","Positive","中文數字","2025-10-10T14:43:30.446929Z"
229,"1","2025-10-10T14:32:24.186647Z","四","data/filted/TPDM,113,審易,2910,20250116,1.json",True,5503,True,0.942,55,"四、據上論斷，應依刑事訴訟法第299條第1項前段、第306條，","Positive","中文數字","2025-10-10T14:32:24.186664Z"
146,"1","2025-10-10T14:28:38.498317Z","二","data/filted/TPDM,113,審易,3181,20250116,1.json",True,5533,True,0.906,15,"二、按告訴乃論之罪，告訴人於第一審辯論終結前，得撤回其告","Positive","中文數字","2025-10-10T14:28:38.498335Z"
144,"1","2025-10-10T14:28:35.503641Z","一","data/filted/TPDM,113,審易緝,46,20250123,1.json",True,5586,True,0.728,44,"一、陳韋安（所涉竊盜罪嫌部分另為不起訴處分）前因施用毒品","Positive","中文數字","2025-10-10T14:28:35.503670Z"
531,"1","2025-10-10T14:44:31.867269Z","三","data/filted/TPDM,113,審簡,1415,20250107,1.json",True,5601,True,0.515,201,"三、依刑事訴訟法第251條第1項提起公訴。","Positive","中文數字","2025-10-10T14:44:31.867288Z"
472,"1","2025-10-10T14:41:51.103594Z","㈠","data/filted/TPDM,113,審簡,1993,20250123,1.json",False,5634,True,0.548,22,"㈠被告行為後，洗錢防制法經總統於113年7月31日以華總一義","Positive","圍字數字","2025-10-10T14:41:51.103615Z"
977,"1","2025-10-10T14:58:12.837044Z","㈡","data/filted/TPDM,113,審簡,1993,20250123,1.json",False,5641,True,0.453,107,"㈡按共同實施犯罪行為之人，在合同意思範圍以內，各自分擔","Positive","圍字數字","2025-10-10T14:58:12.837071Z"
884,"1","2025-10-10T14:55:09.454262Z","一","data/filted/TPDM,113,審簡,1993,20250123,1.json",True,5654,True,0.371,254,"一、冒用政府機關或公務員名義犯之。","Positive","中文數字","2025-10-10T14:55:09.454282Z"
634,"1","2025-10-10T14:47:11.888037Z","二","data/filted/TPDM,113,審簡,2045,20250123,1.json",False,5697,True,0.978,35,"二條各款所列洗錢行為者，處七年以下有期徒刑，併科新臺","Negative","中文數字","2025-10-10T14:47:11.888069Z"
765,"1","2025-10-10T14:51:14.563534Z","二","data/filted/TPDM,113,審簡,2069,20250121,1.json",True,5747,True,0.434,212,"二、按刑法上所謂偽造署押，係指未經他人之授權或同意，而擅","Positive","中文數字","2025-10-10T14:51:14.563555Z"
783,"1","2025-10-10T14:51:49.685220Z","一","data/filted/TPDM,113,審簡,2103,20250123,1.json",True,5776,True,0.608,243,"一、冒用政府機關或公務員名義犯之。","Positive","中文數字","2025-10-10T14:51:49.685242Z"
471,"1","2025-10-10T14:41:50.024067Z","㈡","data/filted/TPDM,113,審簡,2104,20250123,1.json",False,5851,True,0.605,185,"㈡上開洗錢防制法關於沒收之規定，固為刑法關於沒收之特別","Positive","圍字數字","2025-10-10T14:41:50.024084Z"
692,"1","2025-10-10T14:48:19.023112Z","四","data/filted/TPDM,113,審簡,2104,20250123,1.json",True,5860,True,0.525,254,"四、使用自己之特定犯罪所得與他人進行交易。","Positive","中文數字","2025-10-10T14:48:19.023129Z"
929,"1","2025-10-10T14:56:07.791282Z","四","data/filted/TPDM,113,審簡,2104,20250123,1.json",True,5875,True,0.393,351,"四、破產法第 154 條、第 155 條之罪。","Positive","中文數字","2025-10-10T14:56:07.791300Z"
414,"1","2025-10-10T14:40:07.361496Z","一","data/filted/TPDM,113,審簡,2137,20250121,1.json",False,5921,True,2.726,144,"一罪，其所對應之刑罰，亦合併其評價上數罪之數法定刑，","Negative","中文數字","2025-10-10T14:40:23.449751Z"
887,"1","2025-10-10T14:55:12.572686Z","四","data/filted/TPDM,113,審簡,2137,20250121,1.json",True,5925,True,0.773,185,"四、沒收：","Positive","中文數字","2025-10-10T14:55:12.572705Z"
590,"1","2025-10-10T14:46:06.506974Z","㈠","data/filted/TPDM,113,審簡,2166,20250123,1.json",False,5960,True,0.579,23,"㈠被告行為後，洗錢防制法先經總統於民國112年6月14日以華","Positive","圍字數字","2025-10-10T14:46:06.506994Z"
966,"1","2025-10-10T14:57:47.045224Z","一","data/filted/TPDM,113,審簡,2166,20250123,1.json",False,5975,True,1.761,162,"一日，易服社會勞動。至可否易服社會勞動，要屬執行事項","Negative","中文數字","2025-10-10T14:58:00.065080Z"
366,"1","2025-10-10T14:38:58.772825Z","三","data/filted/TPDM,113,審簡,2166,20250123,1.json",True,5994,True,0.446,297,"三、被告前因詐欺等案件，經本署檢察官以113年度偵緝字第461","Positive","中文數字","2025-10-10T14:38:58.772843Z"
481,"1","2025-10-10T14:42:01.985915Z","一","data/filted/TPDM,113,審簡,2212,20250102,1.json",True,6051,True,0.463,104,"一、證據清單及待證事實：","Positive","中文數字","2025-10-10T14:42:01.985937Z"
395,"1","2025-10-10T14:39:34.391376Z","未","data/filted/TPDM,113,審簡,2227,20250110,1.json",False,6094,True,0.89,126,"未提領或取得上開相關款項，是被告本件犯行僅為幫助犯","Negative","地支","2025-10-10T14:39:34.391398Z"
724,"1","2025-10-10T14:48:59.895464Z","一","data/filted/TPDM,113,審簡,2230,20250121,1.json",True,6141,True,0.474,118,"一、證據清單及待證事實：","Positive","中文數字","2025-10-10T14:48:59.895485Z"
482,"1","2025-10-10T14:42:03.032336Z","一","data/filted/TPDM,113,審簡,2302,20250124,1.json",True,6250,True,0.519,149,"一、證據清單及待證事實：","Positive","中文數字","2025-10-10T14:42:03.032378Z"
198,"1","2025-10-10T14:30:43.642355Z","二","data/filted/TPDM,113,審簡,2303,20250124,1.json",True,6266,True,0.697,108,"二、按由刑法第321條第1項第2款立法意旨觀之，本款規定係考","Positive","中文數字","2025-10-10T14:30:43.642376Z"
895,"1","2025-10-10T14:55:23.259902Z","二","data/filted/TPDM,113,審簡,2304,20250124,1.json",True,6283,True,0.561,140,"二、核被告陳禹諴所為，係犯刑法第339條第1項之詐欺取財；違","Positive","中文數字","2025-10-10T14:55:23.259921Z"
705,"1","2025-10-10T14:48:35.898207Z","㈡","data/filted/TPDM,113,審簡,2318,20250131,1.json",False,6320,True,0.447,189,"㈡核被告所為，係犯刑法第339條第1項詐欺取財罪及修正前洗","Positive","圍字數字","2025-10-10T14:48:35.898228Z"
585,"1","2025-10-10T14:46:00.566755Z","㈠","data/filted/TPDM,113,審簡,2319,20250131,1.json",False,6349,True,0.626,101,"㈠被告行為後，洗錢防制法先經總統於112年6月14日以華總一","Positive","圍字數字","2025-10-10T14:46:00.566799Z"
774,"1","2025-10-10T14:51:38.185194Z","一","data/filted/TPDM,113,審簡,2319,20250131,1.json",True,6366,True,0.686,319,"一、意圖掩飾或隱匿特定犯罪所得來源，或使他人逃避刑事追訴","Positive","中文數字","2025-10-10T14:51:38.185213Z"
359,"1","2025-10-10T14:38:49.580267Z","壹","data/filted/TPDM,113,審簡,2320,20250131,1.json",False,6371,True,1.453,51,"壹品」為從事詐騙不法份子可能性，卻因貪圖報酬，抱持如","Negative","大寫中文數字","2025-10-10T14:38:49.580286Z"
128,"1","2025-10-10T13:44:46.042971Z","㈠","data/filted/TPDM,113,審簡,2320,20250131,1.json",False,6382,True,1.322,101,"㈠被告行為後，洗錢防制法先經總統於112年6月14日以華總一","Positive","圍字數字","2025-10-10T13:44:46.042997Z"
360,"1","2025-10-10T14:38:51.152853Z","壹","data/filted/TPDM,113,審簡,2321,20250131,1.json",False,6422,True,1.102,205,"壹品」之帳戶為好友等情，堪信被告所述屬實，加以卷內確","Negative","大寫中文數字","2025-10-10T14:38:51.152873Z"
424,"1","2025-10-10T14:40:44.669186Z","㈣","data/filted/TPDM,113,審簡,2321,20250131,1.json",False,6423,True,0.585,211,"㈣被告於本院審理時坦認全部犯行，本案各該犯行均應依行為","Positive","圍字數字","2025-10-10T14:40:44.669202Z"
932,"1","2025-10-10T14:56:11.909168Z","一","data/filted/TPDM,113,審簡,2390,20250123,1.json",True,6520,True,0.712,99,"一、侵入住宅或有人居住之建築物、船艦或隱匿其內而犯之。","Positive","中文數字","2025-10-10T14:56:11.909187Z"
922,"1","2025-10-10T14:55:59.925358Z","三","data/filted/TPDM,113,審簡,2392,20250123,1.json",True,6598,True,0.372,366,"三、以廣播電視、電子通訊、網際網路或其他媒體等傳播工具，","Positive","中文數字","2025-10-10T14:55:59.925382Z"
174,"1","2025-10-10T14:30:08.416708Z","三","data/filted/TPDM,113,審簡,2438,20250121,1.json",True,6602,True,0.711,32,"三、依刑事訴訟法第449條第2項、第454條第2項，逕以簡易判決","Positive","中文數字","2025-10-10T14:30:08.416734Z"
753,"1","2025-10-10T14:51:00.836044Z","二","data/filted/TPDM,113,審簡,2438,20250121,1.json",True,6605,True,0.789,69,"二、案經林筠靜訴由新北市政府警察局新店分局報告偵辦。","Positive","中文數字","2025-10-10T14:51:00.836071Z"
455,"1","2025-10-10T14:41:22.187045Z","五","data/filted/TPDM,113,審簡,2441,20250121,1.json",True,6614,True,0.671,91,"五、如不服本判決，應於判決送達後之翌日起20日內，向本院提","Positive","中文數字","2025-10-10T14:41:22.187066Z"
219,"1","2025-10-10T14:32:00.108221Z","一","data/filted/TPDM,113,審簡,2491,20250123,1.json",True,6675,True,0.672,210,"一、期約或收受對價而犯之。","Positive","中文數字","2025-10-10T14:32:00.108242Z"
830,"1","2025-10-10T14:52:53.396883Z","二","data/filted/TPDM,113,審簡,2492,20250123,1.json",True,6679,True,0.669,25,"二、論罪科刑之理由：","Positive","中文數字","2025-10-10T14:52:53.396902Z"
398,"1","2025-10-10T14:39:39.516403Z","一","data/filted/TPDM,113,審簡,2493,20250123,1.json",True,6704,True,2.069,151,"一、被告甲○○上揭詐欺取財之犯罪事實，有下列之證據足以證明","Positive","中文數字","2025-10-10T14:39:39.516422Z"
875,"1","2025-10-10T14:55:00.813560Z","一","data/filted/TPDM,113,審簡,2495,20250123,1.json",True,6725,True,0.431,210,"一、證據清單及待證事實：","Positive","中文數字","2025-10-10T14:55:00.813582Z"
668,"1","2025-10-10T14:47:51.828836Z","未","data/filted/TPDM,113,審簡,2501,20250103,1.json",False,6728,True,1.189,16,"未扣案洗錢之財物即陳韋安申設之中華郵政帳號00000000000000","Negative","地支","2025-10-10T14:47:51.828860Z"
357,"1","2025-10-10T14:38:46.620503Z","㈥","data/filted/TPDM,113,審簡,2501,20250103,1.json",False,6739,True,0.532,104,"㈥爰審酌被告將金融帳戶資料交予他人供詐欺犯罪使用，紊亂","Positive","圍字數字","2025-10-10T14:38:46.620527Z"
747,"1","2025-10-10T14:50:52.623470Z","一","data/filted/TPDM,113,審簡,2501,20250103,1.json",True,6754,True,29.863,218,"一、意圖掩飾或隱匿特定犯罪所得來源，或使他人逃避刑事追訴","Positive","中文數字","2025-10-10T14:50:52.623493Z"
452,"1","2025-10-10T14:41:18.603006Z","一","data/filted/TPDM,113,審簡,2526,20250123,1.json",True,6757,True,0.51,19,"一、本件犯罪事實及證據，均引用附件檢察官起訴書之記載，另","Positive","中文數字","2025-10-10T14:41:18.603031Z"
805,"1","2025-10-10T14:52:17.066236Z","㈡","data/filted/TPDM,113,審簡,2526,20250123,1.json",False,6760,True,0.45,33,"㈡審酌被告攜帶兇器竊取告訴人財物，犯後坦承犯行，於本院","Positive","圍字數字","2025-10-10T14:52:17.066254Z"
951,"1","2025-10-10T14:56:55.510534Z","三","data/filted/TPDM,113,審簡,2558,20250107,1.json",True,6831,True,0.475,114,"三、依刑事訴訟法第449條第2項、第3項、第450條第1項、第454","Positive","中文數字","2025-10-10T14:56:55.510554Z"
564,"1","2025-10-10T14:45:15.032810Z","一","data/filted/TPDM,113,審簡,2579,20250107,1.json",True,6839,True,5.989,19,"一、本案犯罪事實及證據，除證據部分另應補充增列「被告洪緯","Positive","中文數字","2025-10-10T14:45:15.032832Z"
1023,"1","2025-10-10T14:59:38.387688Z","三","data/filted/TPDM,113,審簡,2579,20250107,1.json",True,6861,True,0.496,142,"三、攜帶兇器而犯之。","Positive","中文數字","2025-10-10T14:59:38.387707Z"
478,"1","2025-10-10T14:41:58.751620Z","㈠","data/filted/TPDM,113,審簡,2585,20250123,1.json",False,6873,True,0.552,80,"㈠按刑法第319條之1至第319之4性影像之附著物及物品，不問","Positive","圍字數字","2025-10-10T14:41:58.751644Z"
263,"1","2025-10-10T14:33:59.241211Z","㈡","data/filted/TPDM,113,審簡,2594,20250115,1.json",True,6906,True,0.607,59,"㈡、核被告羅奕森、王喚宣、羅瑋翰、柳威邦如附表一編號一所","Positive","圍字數字","2025-10-10T14:33:59.241230Z"
995,"1","2025-10-10T14:59:06.913911Z","二","data/filted/TPDM,113,審簡,2594,20250115,1.json",True,6941,True,0.434,301,"二、犯罪事實欄一部分，核被告吳奕辰所為，係犯刑法第359條","Positive","中文數字","2025-10-10T14:59:06.913929Z"
1011,"1","2025-10-10T14:59:25.965260Z","三","data/filted/TPDM,113,審簡,2610,20250123,1.json",True,6979,True,0.446,32,"三、沒收：","Positive","中文數字","2025-10-10T14:59:25.965281Z"
345,"1","2025-10-10T14:38:34.435957Z","㈡","data/filted/TPDM,113,審簡,2610,20250123,1.json",False,6981,True,0.547,43,"㈡本案被告固有犯罪所得，惟已與告訴人達成和解，且已履行","Positive","圍字數字","2025-10-10T14:38:34.435975Z"
720,"1","2025-10-10T14:48:55.011976Z","二","data/filted/TPDM,113,審簡,2612,20250115,1.json",False,6992,True,1.031,33,"二條各款所列洗錢行為者，處七年以下有期徒刑，併科新臺","Negative","中文數字","2025-10-10T14:48:55.011997Z"
139,"1","2025-10-10T14:28:27.861517Z","一","data/filted/TPDM,113,審簡,2612,20250115,1.json",True,7010,True,5.294,245,"一、期約或收受對價而犯之。","Positive","中文數字","2025-10-10T14:28:27.861542Z"
656,"1","2025-10-10T14:47:36.499122Z","三","data/filted/TPDM,113,審簡,2612,20250115,1.json",True,7012,True,0.498,247,"三、經直轄市、縣（市）政府警察機關依前項或第 4 項規定裁","Positive","中文數字","2025-10-10T14:47:36.499143Z"
1018,"1","2025-10-10T14:59:33.356745Z","一","data/filted/TPDM,113,審簡,2612,20250115,1.json",True,7017,True,0.422,366,"一、期約或收受對價而犯之。","Positive","中文數字","2025-10-10T14:59:33.356773Z"
715,"1","2025-10-10T14:48:49.144412Z","一","data/filted/TPDM,113,審簡,2640,20250107,1.json",True,7034,True,0.492,101,"一、證據清單及待證事實","Positive","中文數字","2025-10-10T14:48:49.144438Z"
546,"1","2025-10-10T14:44:49.197185Z","㈠","data/filted/TPDM,113,審簡,2655,20250107,1.json",False,7180,True,1.388,41,"㈠按甲基安非他命係毒品危害防制條例第2條第2項第2款所規定","Positive","圍字數字","2025-10-10T14:44:49.197206Z"
341,"1","2025-10-10T14:38:30.313366Z","㈠","data/filted/TPDM,113,審簡,2667,20250124,1.json",False,7202,True,0.582,31,"㈠核被告所為，係犯刑法第320條第1項之竊盜罪。","Positive","圍字數字","2025-10-10T14:38:30.313387Z"
623,"1","2025-10-10T14:46:55.291714Z","未","data/filted/TPDM,113,審簡,2674,20250113,1.json",False,7210,True,1.223,14,"未扣案犯罪所得價值新臺幣柒佰元之汽油沒收之，於全部或一部","Negative","地支","2025-10-10T14:46:55.291740Z"
205,"1","2025-10-10T14:31:37.298949Z","八","data/filted/TPDM,113,審簡,2674,20250113,1.json",True,7220,True,0.927,78,"八、如不服本件判決，得自收受送達之日起20日內向本院提出上","Positive","中文數字","2025-10-10T14:31:37.298971Z"
679,"1","2025-10-10T14:48:04.281682Z","三","data/filted/TPDM,113,審簡,2679,20250113,1.json",True,7243,True,0.372,41,"三、沒收部分：本案被告所竊之普通重型機車，為其犯罪所得，","Positive","中文數字","2025-10-10T14:48:04.281703Z"
356,"1","2025-10-10T14:38:45.618700Z","㈢","data/filted/TPDM,113,審簡,2687,20250124,1.json",False,7259,True,0.536,40,"㈢被告前因犯施用第二級毒品4罪，經本院以108年度聲字第937","Positive","圍字數字","2025-10-10T14:38:45.618729Z"
923,"1","2025-10-10T14:56:00.849718Z","六","data/filted/TPDM,113,審簡,2687,20250124,1.json",True,7263,True,0.443,68,"六、本件經檢察官丁煥哲提起公訴、檢察官陳思荔到庭執行職務","Positive","中文數字","2025-10-10T14:56:00.849738Z"
809,"1","2025-10-10T14:52:21.495362Z","二","data/filted/TPDM,113,審簡,2692,20250124,1.json",True,7273,True,0.542,79,"二、案經鄭丞甫訴由台北市政府警察局大安分局報告偵辦。","Positive","中文數字","2025-10-10T14:52:21.495379Z"
370,"1","2025-10-10T14:39:04.869026Z","②","data/filted/TPDM,113,審簡,2699,20250113,1.json",False,7281,True,1.23,31,"②因竊盜案件，經臺灣臺中地方法院以108年度易字第3476","Positive","帶圈數字","2025-10-10T14:39:04.869047Z"
434,"1","2025-10-10T14:40:59.025844Z","三","data/filted/TPDM,113,審簡,2699,20250113,1.json",True,7283,True,0.768,69,"三、沒收部分：本案被告所竊之普通重型機車，為其犯罪所得，","Positive","中文數字","2025-10-10T14:40:59.025864Z"
349,"1","2025-10-10T14:38:38.375985Z","二","data/filted/TPDM,113,審簡,2703,20250103,1.json",True,7310,True,0.509,55,"二、案經臺北市政府警察局萬華分局報告偵辦。","Positive","中文數字","2025-10-10T14:38:38.376004Z"
391,"1","2025-10-10T14:39:29.310806Z","五","data/filted/TPDM,113,審簡,2705,20250103,1.json",False,7329,True,0.979,28,"五百萬元以下罰金。前項之未遂犯罰之。前二項情形，不得","Negative","中文數字","2025-10-10T14:39:29.310825Z"
318,"1","2025-10-10T14:38:03.858448Z","一","data/filted/TPDM,113,審簡,2707,20250103,1.json",True,7378,True,0.687,190,"一、證據清單及待證事實：","Positive","中文數字","2025-10-10T14:38:03.858463Z"
812,"1","2025-10-10T14:52:24.954608Z","三","data/filted/TPDM,113,審簡,2707,20250103,1.json",True,7380,True,0.504,213,"三、至報告意旨另以，被告林欣諭另提供中國信託商業銀行股份","Positive","中文數字","2025-10-10T14:52:24.954647Z"
961,"1","2025-10-10T14:57:41.609518Z","㈠","data/filted/TPDM,113,審簡,2708,20250131,1.json",False,7395,True,0.665,117,"㈠按刑法上之幫助犯，係對於犯罪與正犯有共同之認識，而以","Positive","圍字數字","2025-10-10T14:57:41.609543Z"
967,"1","2025-10-10T14:58:02.121612Z","㈠","data/filted/TPDM,113,審簡,2709,20250115,1.json",False,7414,True,0.752,23,"㈠核被告所為，係犯刑法第339條第1項詐欺取財罪。","Positive","圍字數字","2025-10-10T14:58:02.121632Z"
417,"1","2025-10-10T14:40:35.292778Z","一","data/filted/TPDM,113,審簡,2711,20250123,1.json",True,7469,True,0.503,509,"一、冒用政府機關或公務員名義犯之。","Positive","中文數字","2025-10-10T14:40:35.292798Z"
549,"1","2025-10-10T14:44:52.622944Z","一","data/filted/TPDM,113,審簡,2711,20250123,1.json",True,7481,True,0.541,583,"一、意圖掩飾或隱匿特定犯罪所得來源，或使他人逃避刑事追訴","Positive","中文數字","2025-10-10T14:44:52.622965Z"
533,"1","2025-10-10T14:44:34.353940Z","一","data/filted/TPDM,113,審簡,2711,20250123,1.json",False,7488,True,0.962,632,"一重之三人以上共同犯詐欺取財罪嫌論處。另關於被告本件","Negative","中文數字","2025-10-10T14:44:34.353965Z"
178,"1","2025-10-10T14:30:15.267620Z","㈡","data/filted/TPDM,113,審簡,2712,20250123,1.json",False,7528,True,0.881,88,"㈡本次修正雖對洗錢行為之構成要件文字有所修正，然不過係","Positive","圍字數字","2025-10-10T14:30:15.267642Z"
409,"1","2025-10-10T14:39:58.508002Z","㈧","data/filted/TPDM,113,審簡,2712,20250123,1.json",False,7543,True,1.036,344,"㈧被告前未曾因故意犯罪受有期徒刑之宣告，有臺灣高等法院","Positive","圍字數字","2025-10-10T14:39:58.508029Z"
220,"1","2025-10-10T14:32:01.233884Z","一","data/filted/TPDM,113,審簡,2712,20250123,1.json",True,7569,True,0.631,545,"一、證據清單及待證事實：","Positive","中文數字","2025-10-10T14:32:01.233905Z"
328,"1","2025-10-10T14:38:16.126346Z","一","data/filted/TPDM,113,審簡,2712,20250123,1.json",True,7581,True,0.692,624,"一、證據清單及待證事實：","Positive","中文數字","2025-10-10T14:38:16.126366Z"
329,"1","2025-10-10T14:38:17.320352Z","一","data/filted/TPDM,113,審簡,2712,20250123,1.json",True,7585,True,0.721,655,"一、冒用政府機關或公務員名義犯之。","Positive","中文數字","2025-10-10T14:38:17.320374Z"
949,"1","2025-10-10T14:56:53.298021Z","㈣","data/filted/TPDM,113,審簡,2713,20250123,1.json",False,7628,True,21.16,185,"㈣按共同實施犯罪行為之人，在合同意思範圍以內，各自分擔","Positive","圍字數字","2025-10-10T14:56:53.298038Z"
501,"1","2025-10-10T14:42:22.592732Z","一","data/filted/TPDM,113,審簡,2713,20250123,1.json",False,7632,True,3.743,233,"一重處斷，乃將想像競合犯組成之評價上數罪，合併為科刑","Negative","中文數字","2025-10-10T14:42:31.434212Z"
173,"1","2025-10-10T14:30:07.167533Z","五","data/filted/TPDM,113,審簡,2713,20250123,1.json",True,7639,True,0.755,354,"五、沒收：","Positive","中文數字","2025-10-10T14:30:07.167558Z"
156,"1","2025-10-10T14:29:15.377857Z","一","data/filted/TPDM,113,審簡,2713,20250123,1.json",False,7666,True,4.364,553,"一重之三人以上共同犯詐欺取財罪嫌論處。另關於被告本件","Negative","中文數字","2025-10-10T14:29:15.377878Z"
764,"1","2025-10-10T14:51:13.545377Z","三","data/filted/TPDM,113,審簡,2713,20250123,1.json",True,7694,True,0.482,748,"三、以廣播電視、電子通訊、網際網路或其他媒體等傳播工具，","Positive","中文數字","2025-10-10T14:51:13.545396Z"
